== r36-s1  (**Ended:** budget reached.)
  t	alive	jointed	jnt inh	diverged	spd jnt	spd rig	work J/s	photo inh	absorpt	inherit	cols	x sd	wraps
  14500	1380	0	0	6	—	0.08037	0	1091	288	286	100/100	8.15	1631
  14600	1363	0	0	6	—	0.0827	0	1086	275	273	100/100	11.29	1531
  14700	1367	0	0	6	—	0.08601	0	1093	273	271	100/100	7.69	1453
  14800	1379	0	0	6	—	0.08928	0	1107	271	269	100/100	7.93	1494
  14900	1387	0	0	6	—	0.08708	0	1124	262	259	100/100	7.29	1453
  15000	1389	0	0	6	—	0.08008	0	1129	259	256	100/100	9.35	2058
  15100	1404	0	0	6	—	0.07763	0	1146	257	254	100/100	9.41	1449
  15200	1381	0	0	6	—	0.08123	0	1120	260	256	100/100	8.18	1509
  15300	1374	0	0	6	—	0.0855	0	1102	271	267	100/100	6.58	1461
  15400	1384	0	0	6	—	0.08417	0	1098	284	280	100/100	6.38	1508
  15500	1405	0	0	6	—	0.08015	0	1128	276	272	100/100	6.05	1444
  15600	1390	0	0	6	—	0.07902	0	1121	268	264	100/100	6.05	1421
  15700	1395	0	0	6	—	0.0807	0	1131	262	258	100/100	6.26	1385
  15800	1388	0	0	6	—	0.08254	0	1129	257	253	100/100	6.66	1474
  15900	1378	0	0	6	—	0.08592	0	1129	248	244	100/100	7.74	1562
  16000	1356	0	0	6	—	0.08513	0	1109	246	242	100/100	7.01	1504
  16100	1347	0	0	6	—	0.08063	0	1100	245	242	100/100	7.26	1455
  16200	1362	0	0	6	—	0.07776	0	1122	239	237	100/100	8.70	1413
  16300	1385	0	0	6	—	0.08041	0	1151	233	231	100/100	9.64	1329
  16400	1379	0	0	6	—	0.0854	0	1151	227	225	100/100	7.87	1433
  16500	1377	0	0	6	—	0.08748	0	1149	227	225	99/100	7.30	1462
  16600	1371	0	0	6	—	0.08451	0	1139	231	229	100/100	6.63	1565
  16700	1361	0	0	6	—	0.08252	0	1133	227	225	100/100	5.86	1472
  16800	1356	0	0	6	—	0.0812	0	1129	226	224	100/100	6.70	1497
  16900	1356	0	0	6	—	0.07986	0	1133	222	220	100/100	7.54	1400
  17000	1365	0	0	6	—	0.08156	0	1146	218	216	100/100	7.22	1388
  17100	1375	0	0	6	—	0.08548	0	1159	215	213	100/100	7.17	1542
  17200	1385	0	0	6	—	0.08715	0	1173	211	209	100/100	6.78	1529
  17300	1389	0	0	6	—	0.08625	0	1169	219	217	100/100	6.73	1541
  17400	1377	0	0	6	—	0.07942	0	1155	221	219	100/100	7.08	1558
  17500	1370	0	0	6	—	0.07963	0	1150	219	217	100/100	7.42	1509
  17600	1356	0	0	6	—	0.08239	0	1133	222	220	100/100	7.54	1430
  17700	1346	0	0	6	—	0.08374	0	1126	219	217	100/100	7.92	1557
  17800	1348	0	0	6	—	0.0833	0	1125	222	220	100/100	7.14	1323
  17900	1378	0	0	6	—	0.08294	0	1157	220	218	100/100	6.75	1446
  18000	1349	0	0	6	—	0.08138	0	1125	223	221	100/100	6.80	1415
  18100	1343	0	0	6	—	0.08282	0	1121	221	219	100/100	6.61	1360
  18200	1352	0	0	6	—	0.08437	0	1117	234	232	100/100	6.99	1353
  18300	1345	0	0	6	—	0.08882	0	1117	227	225	100/100	8.11	1403
  18400	1372	0	0	6	—	0.08868	0	1146	225	223	100/100	7.38	1436
  18500	1378	0	0	6	—	0.08346	0	1154	223	221	100/100	7.46	1418
  18600	1374	0	0	6	—	0.0814	0	1152	221	219	100/100	8.36	1356
  18700	1365	0	0	6	—	0.08241	0	1148	216	214	100/100	7.32	1395
  18800	1359	0	0	6	0.12348	0.0845	0	1145	213	211	100/100	7.07	1450
  18900	1348	0	0	6	—	0.08672	0	1132	215	212	100/100	8.29	1410
  19000	1356	0	0	6	—	0.0823	0	1136	219	216	100/100	7.92	1450
  19100	1385	0	0	6	—	0.07758	0	1156	228	225	100/100	7.66	1414
  19200	1366	0	0	6	—	0.07493	0	1131	234	231	100/100	7.25	1533
  19300	1335	0	0	6	—	0.07483	0	1108	227	224	100/100	7.98	1328
  19400	1317	0	0	6	—	0.08015	0	1088	229	227	100/100	7.86	1644
  19500	1325	0	0	6	—	0.08469	0	1097	228	226	100/100	7.75	1513
  19600	1329	0	0	6	—	0.08762	0	1091	238	236	100/100	8.78	1540
  19700	1336	0	0	6	—	0.08458	0	1104	232	230	100/100	8.69	1517
  19800	1360	0	0	6	—	0.08036	0	1134	226	224	100/100	7.47	1727
  19900	1374	0	0	6	—	0.07945	0	1150	224	222	100/100	7.57	1609
  20000	1358	0	0	6	—	0.08098	0	1129	229	227	100/100	7.93	1578
  20100	1364	0	0	6	—	0.08394	0	1129	235	233	100/100	7.45	1556
  20200	1372	0	0	6	—	0.08629	0	1141	231	229	100/100	7.24	1593
  20300	1364	0	0	6	—	0.0852	0	1128	234	232	100/100	6.40	1553
  20400	1358	0	0	6	—	0.08415	0	1121	236	234	100/100	6.54	1541
  20500	1350	0	0	6	—	0.08287	0	1103	246	244	100/100	7.27	1429
  20600	1367	0	0	6	—	0.08313	0	1121	245	243	100/100	8.33	1418
  20700	1384	0	0	6	—	0.08325	0	1140	243	241	100/100	7.60	1425
  20800	1381	0	0	6	—	0.0853	0	1142	238	236	100/100	7.92	1451
  20900	1357	0	0	6	—	0.08093	0	1113	243	241	100/100	8.90	1342
  21000	1354	0	0	6	—	0.08049	0	1102	251	249	100/100	11.18	1350
  21100	1356	0	0	6	—	0.0829	0	1090	265	263	100/100	8.65	1280
  21200	1365	0	0	6	—	0.08447	0	1093	271	269	100/100	7.09	1208
  21300	1374	0	0	6	—	0.08531	0	1101	272	270	100/100	7.15	1328
  21400	1384	0	0	6	—	0.08319	0	1099	284	282	100/100	7.26	1390
  21500	1379	0	0	6	—	0.08282	0	1100	278	277	100/100	6.75	1537
  21600	1377	0	0	6	—	0.08034	0	1108	268	267	100/100	7.36	1818
  21700	1373	0	0	6	—	0.08153	0	1116	256	255	100/100	7.36	1557
  21800	1363	0	0	6	—	0.08433	0	1106	256	255	100/100	7.43	1507
  21900	1363	0	0	6	—	0.08711	0	1108	254	253	100/100	8.12	1516
  22000	1373	0	0	6	—	0.08748	0	1121	251	250	100/100	7.91	1501
  22100	1380	0	0	6	—	0.08478	0	1139	240	239	100/100	8.81	1518
  22200	1394	0	0	6	—	0.07932	0	1158	234	233	100/100	7.92	1511
  22300	1369	0	0	6	—	0.07789	0	1142	226	225	100/100	8.29	1385
  22400	1368	0	0	6	—	0.08172	0	1139	228	227	100/100	7.96	1436
  22500	1366	0	0	6	—	0.08363	0	1146	219	218	100/100	7.59	1668
  22600	1353	0	0	6	—	0.08067	0	1138	214	213	100/100	7.46	1426
  22700	1362	0	0	6	—	0.08088	0	1149	212	211	100/100	8.38	1384
  22800	1368	0	0	6	—	0.08319	0	1150	217	216	100/100	7.38	1488
  22900	1365	0	0	6	—	0.08236	0	1143	221	220	100/100	6.72	1501
  23000	1345	0	0	6	—	0.08337	0	1110	234	233	100/100	7.50	1535
  23100	1354	0	0	6	—	0.08438	0	1119	234	233	100/100	7.58	1451
  23200	1365	0	0	6	—	0.08218	0	1139	225	225	100/100	7.66	1532
  23300	1384	0	0	6	—	0.07822	0	1162	221	221	100/100	7.66	2108
  23400	1363	0	0	6	—	0.07826	0	1148	214	214	100/100	8.36	1467
  23500	1362	0	0	6	—	0.08085	0	1148	212	212	100/100	7.35	1416
  23600	1374	0	0	6	—	0.08576	0	1159	214	214	100/100	6.81	1435
  23700	1361	0	0	6	—	0.08672	0	1149	210	210	100/100	7.46	1626
  23800	1361	0	0	6	—	0.08553	0	1146	214	214	100/100	6.85	1396
  23900	1354	0	0	6	—	0.08532	0	1135	218	218	100/100	7.12	1404
  24000	1359	0	0	6	—	0.0801	0	1137	221	221	100/100	6.92	1296
  24100	1374	0	0	6	—	0.07933	0	1146	227	227	100/100	6.76	1365
  24200	1390	0	0	6	—	0.08245	0	1159	230	230	100/100	7.65	1680
  24300	1384	0	0	6	—	0.08598	0	1154	229	227	100/100	7.30	1773
  24400	1338	0	0	6	—	0.08907	0	1092	245	243	100/100	7.82	1540
  24500	1342	0	0	6	—	0.08341	0	1083	258	256	100/100	6.97	1440
  24600	1362	0	0	6	—	0.07797	0	1109	252	250	100/100	7.80	1522
  24700	1351	0	0	6	—	0.07827	0	1101	249	247	100/100	7.74	1453
  24800	1349	0	0	6	—	0.08131	0	1096	252	250	100/100	8.23	1919
  24900	1356	0	0	6	—	0.083	0	1111	244	242	100/100	9.46	1459
  25000	1354	0	0	6	—	0.08088	0	1108	245	243	100/100	8.82	1282
  25100	1328	0	0	6	—	0.08205	0	1085	242	240	100/100	9.59	1332
  25200	1355	0	0	6	—	0.08325	0	1120	234	232	100/100	8.41	1953
  25300	1370	0	0	6	—	0.08325	0	1136	232	230	100/100	7.60	1484
  25400	1373	0	0	6	—	0.08604	0	1149	223	221	100/100	7.93	1910
  25500	1377	0	0	6	—	0.08444	0	1154	221	219	100/100	7.59	1624
  25600	1373	0	0	6	—	0.08335	0	1153	219	217	100/100	7.20	1489
  25700	1335	0	0	6	—	0.08035	0	1118	216	214	100/100	7.33	1477
  25800	1331	0	0	6	—	0.07751	0	1116	213	211	100/100	8.39	1352
  25900	1327	0	0	6	—	0.08233	0	1108	218	216	100/100	8.10	1459
  26000	1334	0	0	6	—	0.08462	0	1118	215	213	100/100	9.42	1486
  26100	1304	0	0	6	—	0.08577	0	1085	218	214	100/100	7.81	1461
  26200	1299	0	0	6	—	0.08124	0	1085	213	209	100/100	9.30	1252
  26300	1298	0	0	6	—	0.07838	0	1080	217	213	100/100	7.12	1258
  26400	1311	0	0	6	—	0.07726	0	1098	211	207	100/100	7.15	1272
  26500	1328	0	0	6	—	0.08116	0	1112	215	211	100/100	7.27	1255
  26600	1324	0	0	6	—	0.08589	0	1112	211	207	100/100	7.30	1414
  26700	1293	0	0	6	—	0.08599	0	1089	203	200	100/100	7.75	1557
  26800	1327	0	0	6	—	0.08535	0	1121	206	204	100/100	7.54	1355
  26900	1336	0	0	6	—	0.082	0	1134	201	199	100/100	7.39	1810
  27000	1337	0	0	6	—	0.07948	0	1141	195	193	100/100	9.27	1399
  27100	1308	0	0	6	—	0.07988	0	1113	195	193	100/100	7.46	1359
  27200	1335	0	0	6	—	0.08198	0	1137	198	196	100/100	8.45	1447
  27300	1321	0	0	6	—	0.08526	0	1125	195	193	100/100	9.81	1503
  27400	1299	0	0	6	—	0.08597	0	1100	199	197	100/100	7.58	1416
  27500	1305	0	0	6	—	0.0843	0	1102	203	201	100/100	6.88	1345
  27600	1311	0	0	6	—	0.08356	0	1110	201	199	100/100	6.98	1763
  27700	1327	0	0	6	—	0.08284	0	1125	202	200	100/100	7.24	1530
  27800	1326	0	0	6	—	0.08328	0	1123	203	201	100/100	7.75	1441
  27900	1308	0	0	6	—	0.08086	0	1109	199	197	100/100	8.13	1319
  28000	1318	0	0	6	—	0.0795	0	1112	206	204	100/100	7.52	1342
  28100	1327	0	0	6	—	0.08029	0	1123	204	202	100/100	7.66	1400
  28200	1323	0	0	6	—	0.08233	0	1115	208	207	100/100	7.56	1298
  28300	1312	0	0	6	—	0.08524	0	1104	208	207	100/100	7.49	1333
  28400	1322	0	0	6	—	0.08326	0	1104	218	217	100/100	9.09	1244
  28500	1310	0	0	6	—	0.08317	0	1091	219	218	100/100	7.75	1389
  28600	1294	0	0	6	—	0.08488	0	1067	227	226	100/100	7.43	1374
  28700	1326	0	0	6	—	0.08317	0	1103	223	222	100/100	9.70	1342
  28800	1307	0	0	6	—	0.08063	0	1087	220	219	100/100	7.60	1349
  28900	1300	0	0	6	—	0.07852	0	1079	221	220	100/100	7.67	1353
  29000	1317	0	0	6	—	0.08503	0	1083	234	233	100/100	7.93	1441
  29100	1322	0	0	6	—	0.08711	0	1087	235	234	100/100	6.81	1231
  29200	1328	0	0	6	—	0.08756	0	1092	236	235	100/100	7.19	1275
  29300	1321	0	0	6	—	0.08342	0	1081	240	239	100/100	8.44	1236
  29400	1321	0	0	6	—	0.08003	0	1090	231	230	100/100	7.17	1278
  29500	1331	0	0	6	—	0.08084	0	1101	230	227	100/100	8.78	1351
  29600	1334	0	0	6	—	0.08198	0	1116	218	215	100/100	8.79	1421
  29700	1345	0	0	6	—	0.08326	0	1135	210	207	100/100	7.59	1680
  29800	1349	0	0	6	—	0.0835	0	1145	204	201	100/100	7.04	1482
  29900	1357	0	0	6	—	0.08302	0	1158	199	197	100/100	7.10	1441
  30000	1329	0	0	6	—	0.08455	0	1133	196	194	100/100	7.28	1496
== r36-s5  (**Ended:** budget reached.)
  t	alive	jointed	jnt inh	diverged	spd jnt	spd rig	work J/s	photo inh	absorpt	inherit	cols	x sd	wraps
  100	43	25	10	0	0.07272	0.07209	363.07	15	3	0	36/100	7.47	53
  200	65	40	33	0	0.08942	0.07182	571.13	47	1	0	45/100	5.41	81
  300	98	62	54	0	0.08546	0.07055	1041.94	80	1	0	59/100	5.34	110
  400	118	80	73	0	0.09261	0.07197	1477.46	103	0	0	71/100	5.94	226
  500	135	95	88	1	0.08816	0.06693	1449.88	122	0	0	74/100	5.29	219
  600	151	107	101	1	0.09454	0.07464	1638.66	140	0	0	78/100	6.37	303
  700	165	123	117	3	0.09525	0.07528	2028.49	155	0	0	82/100	6.41	312
  800	180	135	129	3	0.09373	0.07871	2666.28	170	0	0	77/100	6.56	306
  900	187	140	134	4	0.08865	0.07597	2872.71	177	0	0	78/100	6.37	350
  1000	181	122	118	6	0.08844	0.07471	2064.41	173	0	0	90/100	7.11	340
  1100	182	122	119	6	0.0848	0.07337	2074.22	174	0	0	85/100	7.21	286
  1200	197	138	135	6	0.09078	0.07069	3214.81	189	0	0	82/100	8.46	352
  1300	192	138	135	8	0.09446	0.07149	3022.6	184	0	0	86/100	7.05	466
  1400	196	134	131	8	0.09131	0.07328	2480.26	190	0	0	79/100	7.35	317
  1500	205	135	129	9	0.0882	0.07114	3039.59	199	0	0	80/100	6.15	368
  1600	211	135	130	9	0.09199	0.0786	2822.22	205	0	0	89/100	7.35	426
  1700	219	147	142	9	0.08948	0.07842	3201.43	213	1	0	92/100	6.13	408
  1800	229	158	153	9	0.08517	0.08048	4185.78	224	1	0	85/100	5.35	342
  1900	235	138	131	9	0.09071	0.07876	2405.77	230	1	0	86/100	6.14	583
  2000	227	133	128	9	0.08614	0.07739	2168.47	223	4	3	88/100	7.38	442
  2100	224	122	119	9	0.08712	0.07637	2109.56	221	5	4	91/100	6.71	331
  2200	217	131	129	9	0.08618	0.0703	2548.1	214	6	5	89/100	7.09	364
  2300	206	124	122	9	0.08838	0.069	2216.5	202	12	11	85/100	7.01	302
  2400	207	121	119	9	0.08565	0.07865	1920.97	203	14	13	85/100	7.12	288
  2500	208	111	109	9	0.0909	0.07709	1669.08	204	21	20	91/100	7.85	302
  2600	210	107	106	9	0.09035	0.07526	1605.37	206	28	27	86/100	8.52	322
  2700	219	106	105	9	0.08899	0.07299	1598.75	216	32	31	85/100	6.32	374
  2800	217	103	101	9	0.087	0.07467	1379.34	214	33	32	89/100	6.85	364
  2900	222	97	95	10	0.08266	0.07368	1259.31	218	39	38	89/100	6.67	318
  3000	227	94	92	10	0.08856	0.07916	1255.84	220	44	43	89/100	8.22	344
  3100	246	91	88	10	0.08669	0.07984	1145.71	240	52	51	87/100	7.46	323
  3200	251	92	89	10	0.08698	0.08042	1297.87	247	59	58	89/100	7.56	324
  3300	254	96	93	10	0.09182	0.07715	1681.67	250	58	57	88/100	9.64	332
  3400	259	95	92	10	0.09465	0.07853	1639.6	258	63	62	91/100	8.06	415
  3500	277	93	92	10	0.08983	0.07706	1374.59	277	71	70	93/100	9.11	389
  3600	311	94	92	10	0.09107	0.07785	1293.07	311	70	69	97/100	7.76	394
  3700	298	94	93	10	0.08993	0.07942	1316.69	298	65	65	93/100	7.15	439
  3800	293	93	92	10	0.09571	0.08165	1495.86	293	59	59	88/100	6.75	428
  3900	305	89	88	10	0.08954	0.07868	1222.58	303	54	53	98/100	6.46	390
  4000	323	105	104	10	0.08763	0.07546	2598.99	322	47	46	96/100	5.81	403
  4100	341	103	101	10	0.08724	0.07689	2632.9	340	41	40	93/100	6.94	558
  4200	370	98	97	10	0.09732	0.07715	2419.3	369	43	42	98/100	6.69	588
  4300	382	88	87	10	0.09771	0.07935	1896.89	381	59	58	99/100	7.18	558
  4400	437	83	82	10	0.09564	0.0798	1546.64	436	99	98	99/100	6.62	503
  4500	461	79	78	10	0.08702	0.07692	1343.89	460	116	115	97/100	7.06	620
  4600	474	74	73	10	0.08728	0.07657	1074.4	472	127	126	99/100	8.82	491
  4700	494	71	69	10	0.09014	0.07515	1101.96	492	137	136	100/100	7.95	464
  4800	515	75	74	11	0.09057	0.07984	1669.22	513	139	138	99/100	7.20	698
  4900	548	86	85	11	0.0962	0.08495	2074.6	547	128	128	99/100	7.21	770
  5000	577	79	78	11	0.09739	0.08514	2321.29	576	139	139	98/100	6.78	667
  5100	604	67	67	11	0.09527	0.08103	1943.68	603	155	155	100/100	6.18	676
  5200	621	57	57	11	0.09156	0.07854	1303.3	620	167	167	100/100	7.00	706
  5300	626	59	59	11	0.09039	0.07763	1490.37	625	159	159	100/100	6.27	714
  5400	639	53	53	11	0.09698	0.08364	1278.8	639	164	164	100/100	6.64	697
  5500	656	55	55	11	0.09259	0.08596	1459.94	656	163	163	100/100	6.99	832
  5600	639	52	52	11	0.10107	0.08379	1555.72	639	144	144	100/100	7.30	810
  5700	634	41	38	11	0.09866	0.08294	770.65	634	129	129	100/100	7.56	712
  5800	621	47	43	11	0.08087	0.07678	1133.68	621	122	122	100/100	7.42	951
  5900	630	49	46	11	0.08979	0.07754	1485.59	630	109	109	99/100	9.28	713
  6000	623	45	44	11	0.09505	0.07949	1259.62	623	101	101	100/100	10.43	730
  6100	649	43	42	11	0.09794	0.08347	987.32	649	113	113	99/100	7.67	740
  6200	664	38	37	11	0.09648	0.08686	760.1	664	131	131	100/100	7.01	813
  6300	673	43	43	11	0.08533	0.08382	615.8	673	130	130	99/100	7.72	921
  6400	675	35	35	11	0.0902	0.0803	546.46	675	127	126	100/100	6.46	865
  6500	685	33	33	11	0.09669	0.07961	562.95	685	125	123	100/100	6.62	748
  6600	689	34	33	11	0.09437	0.08022	701.35	689	128	126	100/100	6.47	703
  6700	677	28	27	11	0.08393	0.08245	412.58	677	109	109	100/100	7.52	874
  6800	698	26	25	11	0.08899	0.08075	431.47	698	100	100	100/100	6.01	798
  6900	712	25	24	11	0.08292	0.08108	402.75	712	110	110	100/100	6.27	1126
  7000	732	23	23	11	0.08385	0.08013	337.75	732	123	123	100/100	6.35	794
  7100	729	22	22	11	0.09144	0.08202	314.36	729	130	130	100/100	7.68	803
  7200	736	22	22	11	0.10003	0.08558	317.27	736	125	125	100/100	8.14	740
  7300	749	28	28	11	0.10048	0.08863	989.74	749	132	132	100/100	8.91	813
  7400	742	29	29	11	0.09674	0.08542	1004.55	742	123	123	100/100	8.45	857
  7500	741	21	21	11	0.08513	0.08124	433.43	741	124	124	100/100	8.35	760
  7600	747	29	29	11	0.0916	0.07847	957.19	747	123	123	100/100	6.94	1630
  7700	760	34	34	11	0.0872	0.07919	1213.09	760	117	117	99/100	7.32	750
  7800	778	27	27	11	0.10591	0.08329	909.18	778	109	109	100/100	7.30	776
  7900	808	23	23	11	0.10382	0.08467	671.22	807	106	105	100/100	8.01	894
  8000	817	23	22	11	0.09331	0.08408	836.36	816	99	98	100/100	7.13	1193
  8100	842	22	22	12	0.08276	0.0788	817.28	840	94	93	99/100	6.61	1053
  8200	871	29	29	12	0.08948	0.07525	1560.11	869	92	91	99/100	7.53	952
  8300	898	23	23	12	0.09989	0.07606	916.63	896	106	105	100/100	8.58	913
  8400	908	17	17	12	0.10877	0.08213	460.68	906	115	114	99/100	8.39	1099
  8500	925	15	15	12	0.10026	0.08342	368.01	923	127	126	100/100	7.80	1163
  8600	946	15	15	12	0.08822	0.0843	404.18	944	128	127	100/100	7.32	955
  8700	938	14	14	12	0.09516	0.08347	345.16	936	117	116	100/100	8.85	1007
  8800	935	14	14	12	0.09838	0.08256	305.11	932	113	112	100/100	8.22	1003
  8900	937	13	13	12	0.0926	0.08502	304.38	934	126	125	100/100	8.71	1089
  9000	942	16	16	12	0.10182	0.08677	540.73	939	129	128	100/100	8.70	1082
  9100	958	19	19	12	0.10749	0.08553	652.52	957	129	128	100/100	6.53	1116
  9200	964	22	22	12	0.10506	0.08376	721.29	961	117	114	100/100	6.73	1104
  9300	980	24	22	12	0.09651	0.08239	815.36	978	99	96	100/100	8.74	1053
  9400	1000	24	24	12	0.09243	0.08394	687.23	998	98	95	100/100	7.93	1125
  9500	1000	16	16	12	0.08905	0.08293	405.11	998	90	87	100/100	7.53	1019
  9600	988	14	14	12	0.09309	0.08413	378.42	986	85	82	100/100	7.48	1048
  9700	1003	14	14	12	0.09969	0.08588	353.06	1001	95	92	100/100	9.77	1000
  9800	1029	13	12	12	0.09288	0.08499	278.32	1026	108	104	100/100	6.63	1137
  9900	1045	13	11	12	0.09381	0.08005	347	1042	105	101	100/100	6.80	1104
  10000	1056	11	11	12	0.08877	0.077	253.4	1052	102	98	99/100	6.99	1051
  10100	1076	10	10	12	0.09683	0.08098	217.79	1073	111	107	100/100	6.74	936
  10200	1101	10	10	12	0.0913	0.08418	220.32	1098	109	105	100/100	7.71	1074
  10300	1098	11	11	12	0.10135	0.08884	249.23	1095	104	100	100/100	7.14	1748
  10400	1110	17	16	12	0.1013	0.08815	520.23	1107	104	100	100/100	6.05	1404
  10500	1102	14	14	12	0.10086	0.08608	421.35	1099	98	94	100/100	7.37	1328
  10600	1106	23	23	12	0.10283	0.08209	635.63	1103	91	87	100/100	7.94	1197
  10700	1097	28	28	12	0.08978	0.07988	703.69	1094	81	77	100/100	7.04	1155
  10800	1090	31	31	12	0.08918	0.0845	1002.7	1087	90	86	100/100	6.99	1210
  10900	1081	34	34	12	0.09681	0.08936	970.51	1078	81	77	100/100	7.07	1242
  11000	1064	21	21	13	0.08948	0.0887	494.38	1061	76	72	100/100	7.44	1247
  11100	1062	21	21	13	0.09405	0.08363	477.29	1059	72	68	100/100	7.46	1216
  11200	1084	26	26	13	0.08688	0.07976	556.45	1080	69	65	100/100	7.54	1163
  11300	1099	22	22	13	0.09051	0.0813	500.79	1095	66	62	100/100	7.58	1125
  11400	1099	22	22	13	0.09735	0.08475	598.55	1095	58	54	100/100	7.47	1113
  11500	1124	19	19	13	0.0947	0.08396	425.55	1120	55	51	100/100	7.67	1191
  11600	1132	20	18	13	0.09453	0.08365	535.79	1128	50	46	100/100	8.70	1277
  11700	1139	16	16	13	0.09768	0.08293	352.09	1135	48	44	100/100	7.39	1384
  11800	1138	15	15	13	0.09254	0.08054	327.97	1132	48	44	100/100	7.95	1318
  11900	1159	16	16	13	0.09265	0.08108	412.54	1153	47	43	100/100	7.45	1225
  12000	1180	29	29	13	0.10253	0.08511	1359.49	1174	46	42	100/100	7.10	1224
  12100	1179	23	23	13	0.10314	0.08651	1032.95	1174	43	39	100/100	7.13	1387
  12200	1193	25	25	14	0.11441	0.0851	876.27	1189	51	47	99/100	6.82	1449
  12300	1199	22	22	15	0.09544	0.0819	751.73	1195	61	57	100/100	7.57	1288
  12400	1199	17	17	15	0.10057	0.07977	469.69	1195	72	68	100/100	8.44	1097
  12500	1207	16	16	15	0.09389	0.08215	403.77	1202	71	67	100/100	7.71	1209
  12600	1220	19	19	15	0.10089	0.0862	445.39	1215	67	63	100/100	7.09	1715
  12700	1218	15	15	16	0.10878	0.08543	412.67	1213	59	55	100/100	7.82	1215
  12800	1233	14	14	16	0.10374	0.0876	371.85	1228	56	52	100/100	6.79	1169
  12900	1233	13	13	16	0.10659	0.08516	317.57	1228	59	55	100/100	7.05	1312
  13000	1246	11	11	16	0.09054	0.08038	241.88	1241	77	73	100/100	8.04	1279
  13100	1262	11	11	16	0.1005	0.08285	260.57	1256	80	76	100/100	8.37	1260
  13200	1272	11	11	16	0.10053	0.08603	252.38	1265	78	73	100/100	9.45	1235
  13300	1277	11	11	16	0.10908	0.08706	256.25	1270	78	73	100/100	8.31	1395
  13400	1282	12	10	16	0.10354	0.08618	316.01	1275	73	68	100/100	8.13	1466
  13500	1257	13	10	16	0.10142	0.08268	322.19	1249	65	60	100/100	7.23	1390
  13600	1263	12	10	16	0.09706	0.08095	314.47	1255	82	77	100/100	8.26	1390
  13700	1265	12	10	16	0.11088	0.08197	303.91	1256	76	72	100/100	10.35	1417
  13800	1267	13	10	16	0.10136	0.0834	313.55	1259	69	66	100/100	7.45	1441
  13900	1278	12	10	16	0.09746	0.08467	314.95	1269	64	61	100/100	6.61	1508
  14000	1297	14	12	16	0.09857	0.08227	484.16	1288	59	57	100/100	6.98	1331
  14100	1297	17	15	16	0.10046	0.0817	526.6	1288	54	52	100/100	7.23	1416
  14200	1294	27	26	16	0.09068	0.0822	746.47	1285	49	47	100/100	6.97	1430
  14300	1303	17	16	16	0.09934	0.08409	505.17	1293	47	44	100/100	6.83	1470
  14400	1319	15	14	16	0.11318	0.08639	475.83	1307	45	42	100/100	7.20	1524
  14500	1337	13	12	16	0.10931	0.08696	344.94	1321	44	41	100/100	7.98	1601
  14600	1361	12	11	16	0.10396	0.08481	301.37	1347	42	39	100/100	8.20	2180
  14700	1379	12	11	16	0.0878	0.08242	334.94	1362	52	49	100/100	7.73	1447
  14800	1385	12	11	16	0.08848	0.07951	315.2	1368	61	59	100/100	7.31	1428
  14900	1387	12	11	16	0.0951	0.08028	318.74	1369	62	60	100/100	7.51	1451
  15000	1388	12	11	16	0.09546	0.08408	305.3	1367	61	59	100/100	6.93	1509
  15100	1402	12	11	16	0.08413	0.08525	306.76	1380	59	58	100/100	7.72	1410
  15200	1406	13	12	16	0.09845	0.08625	365.77	1382	55	54	100/100	7.06	1991
  15300	1418	16	15	16	0.10398	0.08318	498.28	1392	52	51	100/100	8.00	1509
  15400	1428	16	15	16	0.09725	0.08037	607.6	1398	55	54	100/100	8.02	1489
  15500	1450	15	14	16	0.09695	0.08163	637.87	1415	68	67	100/100	7.35	1543
  15600	1457	13	12	16	0.10062	0.08311	466.4	1421	81	80	100/100	6.44	1498
  15700	1462	12	11	16	0.10194	0.08485	375.49	1424	83	82	100/100	6.41	1428
  15800	1453	11	10	16	0.10151	0.08557	266.45	1413	81	80	100/100	7.47	2322
  15900	1447	11	10	16	0.11249	0.08439	278.61	1405	81	80	100/100	8.52	1376
  16000	1461	11	10	16	0.10086	0.08663	312.38	1418	75	74	100/100	7.98	1541
  16100	1457	12	11	16	0.08758	0.08613	355.17	1413	71	70	100/100	7.82	1580
  16200	1459	9	8	16	0.10636	0.08776	252.88	1415	70	69	100/100	7.53	1593
  16300	1465	9	8	16	0.1316	0.085	244.75	1417	70	69	100/100	7.38	1653
  16400	1469	10	8	16	0.11598	0.08358	250.61	1421	69	68	100/100	7.66	1672
  16500	1475	8	7	16	0.09072	0.0839	280.19	1424	71	70	100/100	9.29	1709
  16600	1488	8	7	16	0.09993	0.08449	256.55	1439	69	68	100/100	9.33	1937
  16700	1504	7	6	16	0.10451	0.08621	206.55	1455	64	63	100/100	7.24	1628
  16800	1519	7	6	16	0.1313	0.08505	194.59	1469	64	63	100/100	8.79	1588
  16900	1529	6	5	16	0.10206	0.08452	210.97	1478	64	63	100/100	8.22	1519
  17000	1541	6	5	16	0.11046	0.08235	219.14	1489	65	64	100/100	8.13	1666
  17100	1543	6	5	16	0.08736	0.078	176.34	1492	64	63	100/100	10.20	1660
  17200	1564	5	4	16	0.10019	0.07876	114.54	1511	64	63	100/100	8.03	1751
  17300	1569	5	4	16	0.09895	0.08085	107.45	1516	62	61	100/100	7.82	1759
